Gene1,Gene2,Label
RER1,OGT,0
RARG,NELFA,1
ALOX15B,NME1,1
PQBP1,EZH2,1
CD93,CRNN,1
RASGRP3,ANKZF1,0
CCT4,CTDP1,0
ALDH3B2,FGF4,0
E2F5,RHOG,1
CNN1,POLR3C,0
GLRA2,MED6,0
RPL15,WFIKKN2,0
SPG20,OR10G7,0
RREB1,TSC22D1,1
ALDH1A3,ALDH3B1,1
HMGA1,TGFB1I1,1
CDC40,ADH1B,0
ROBO1,ENC1,1
CREBL2,RABEPK,0
PPFIA2,PPFIA1,1
MUSK,PLXNA1,1
INSL4,TNFSF10,1
GSTZ1,DNAJA4,0
GJB2,PTGIR,1
PYY,LGR5,1
SLC39A14,INSIG2,0
UTS2,SLC6A1,1
DRAM1,CARM1,0
POU3F2,FGF18,1
GAS6,KRT16,1
HLA-DOA,BRI3,0
GAB1,CYB5R3,0
RTKN,CEBPE,0
PTGDR2,PTAFR,1
RDH8,RPE65,1
PIAS4,NR1I2,1
TENM1,FYB,1
EPHB2,SMPD1,1
CHRM1,NEURL1,1
PPP2R1A,UBE2V1,1
RAB8A,PLB1,0
KIAA1586,ELK3,0
EYA3,SIX6,1
FBXL6,MMP7,1
TMEM173,IFRD1,0
KLRB1,NR4A2,1
OPA1,MMP14,0
SELP,PCDHGB4,1
GADD45B,NFKBIA,1
SLC35D2,GATAD2B,0
TOB2,NUP62,1
ORC1,APELA,0
IL4R,PTGER4,1
CLPX,KIR3DS1,0
GALC,ESRRB,0
PTN,CAPN1,1
CDH17,RS1,1
CHKB,LYPD8,0
GALNT11,DOK1,0
GATB,RPL41,1
FLT1,MUSK,1
BRD8,POU2F3,1
AOAH,NMI,1
CLCN6,TTC8,0
NFYC,ZNF354A,1
IFNA5,FIS1,0
UQCRQ,AK6,0
LSM8,NDOR1,0
NNAT,ABCA3,0
CYP3A4,LRP2,1
DDAH2,ARHGDIA,1
MSL3,PMF1,1
CMKLR1,HRH2,1
COL2A1,CELF2,0
EHD4,ASCL2,0
CHADL,TMEM219,0
CCDC47,RFFL,0
LIPE,CCDC22,0
IL6,CLEC11A,1
NLRP2,BMP10,0
IL1B,RARRES1,1
DNMT3L,MYL5,0
CBFA2T2,COX17,0
GSR,REXO2,0
TNFRSF9,SSTR3,1
DLAT,MUC4,0
LILRB3,INHA,1
GSTM2,HECTD4,0
CXCR2,IL18RAP,1
PPP4C,SH2B2,0
VPS37B,CDH7,0
UBE2R2,PLA2G16,0
CFTR,NDUFA8,0
MIR137,CYP1A1,0
CERS2,GAS1,0
NUFIP1,RBMS1,1
EXOC7,MAPK15,0
ACAD8,SERPINF1,0
SDHC,F3,0
PPP2R1A,SKAP2,1
OR51F1,CELF2,0
TRAPPC2,ADAMTS4,1
SCMH1,CYR61,1
PCDH1,STC2,1
ARCN1,ARHGEF4,0
CHEK1,PAWR,1
DPYSL4,PRPS1,1
HOXA1,RS1,1
TUBA4A,TRIM13,0
SOX8,PTPRZ1,1
COPE,MED6,0
ARHGAP40,PDE4A,0
OR5P2,KRTAP5-11,0
CRYBB3,SIX6,1
MNAT1,ZEB1,1
POLN,FCER2,0
SERPINF1,PRKD1,1
PTHLH,CCL4,1
PLP1,LOXHD1,0
OR2AK2,GHR,0
EDN3,TP53,1
HK1,ALK,0
ZNF365,FNBP1,0
CACNG6,OSBPL7,0
TNIK,THAP12,1
SLC36A1,CIT,0
EP300,APLP1,1
DSCAM,LOXL2,1
KRT35,LEFTY1,0
DEAF1,KLF11,1
ATG4A,RRS1,0
MIR148A,USP25,0
AIF1,SSTR2,1
IRX1,HDAC5,0
GALC,PPWD1,0
ABCB9,RXFP3,0
FGF1,POU5F1,1
TMOD2,DDX5,0
ST8SIA5,GTF2A1,0
TICAM2,FOXD3,0
TP53,CD40,1
HTR3D,EDA,0
ALDH3A2,PDE3A,1
EFNB3,AVP,1
PRDX1,CLEC3B,1
SLC31A2,ATP7A,1
PCDHAC2,SHOX2,1
ARHGEF19,DLAT,0
CHRM1,SESN2,0
MIR199B,MDFI,0
DRD2,PCDHB6,1
SNCA,FCMR,1
CNTFR,SHOX2,1
ALDH3A2,HPCAL4,1
ETS1,CNOT8,1
KRTAP25-1,YWHAH,0
CACNG8,SIX2,0
TRHDE,AVP,1
MMP9,OR13H1,0
ADCYAP1,NDP,1
BRD8,MED7,1
SERPINB13,WWC1,0
MBTPS1,ENDOU,1
LMAN2,RAB21,0
UNC13A,ABCB4,0
DBP,KAT2A,1
DEFB128,MIR526A1,0
OPRK1,IL32,1
DTYMK,GAPDH,0
AGRP,TRIM33,0
DLG1,SULT1A1,0
IRF6,NLRP7,0
RNASEL,ITGA11,0
CHRM1,TRIM27,1
SF3A3,KHSRP,1
HSPH1,HSPB1,1
FGF4,FOSL1,1
NUDT3,CXCL6,1
KLLN,GPATCH3,0
LACE1,TMEM8C,0
CTSG,LAX1,1
MYO1E,IFI35,0
GRIK4,LSP1,0
PCDHB3,CD36,1
KAT5,FEN1,1
WNT16,EEF2,0
THAP5,XYLT2,0
TIMM44,INTS9,0
EML2,PDE6B,1
RPE65,USH2A,1
DNAAF2,ALDH3B2,0
BCL6,BTC,1
L1CAM,FGF17,1
MOCS3,NOMO2,0
CCR9,PAGE1,1
SMARCD2,RUVBL1,1
FOXD3,RXRA,1
NRN1L,SELT,0
DGKB,LACTB,0
CDC37,DRAM1,0
RNASE2,POFUT1,0
CHMP4B,SIRT6,0
LCN1,SHFM1,1
GALK2,MIR199B,0
CXCL8,CDK10,1
GTF2F1,MED1,1
FGF9,FGFBP1,1
STK3,TEC,1
MEF2A,COL5A3,1
PYCARD,DPF1,1
ABCC9,KCNC4,1
KRT14,KRT32,1
NFRKB,CREB5,1
PYHIN1,MIR21,0
BEST1,WFS1,1
DIMT1,CDY2B,0
KLF9,TCF12,1
SNF8,ELF2,1
LHCGR,SSTR5,1
CYP17A1,CERK,0
KDM2A,OR8H1,0
INO80C,KXD1,0
ULBP3,CDK6,0
PTGER4,MAP4K2,1
BIRC3,CCL2,1
PLA2G4F,KPNA3,0
IGLV2-23,IFT43,0
RIMS1,SLC7A7,1
KCNRG,CEBPB,0
MMP3,PCSK6,1
KCNQ3,HOMER1,1
RXFP2,LECT1,0
DDX41,TNF,1
GUSB,SKA2,0
EFR3B,SERP1,0
F2R,PKD1,1
KLF12,BCL6,1
DNAH9,NR6A1,1
CNIH1,C5AR1,1
AGGF1,PCDHA8,1
PHGDH,NNAT,1
LOC100996750,CCT3,0
PRDM4,ADRA1D,1
APLP1,RAPGEFL1,1
ADORA3,LY75,1
FTH1,CCL22,1
SF3B3,SNRPB,1
PROM2,PWP2,0
CA6,ZNF420,0
CHRM2,TMOD2,1
PRDX3,MIR125B2,0
PCSK2,IL36G,1
ENSA,GJA8,1
STAB1,CCL4,1
CNOT2,SLC16A8,0
DEFA1,IK,1
CYP39A1,AKR1B10,1
AK5,SH2B2,0
MIR96,LRRC15,0
CRX,SYK,1
CDX1,EPS15,0
NTSR1,HAP1,1
CXorf57,AGPAT1,0
AKR7A3,OR13D1,0
ERAP2,DNMT3A,0
POU6F2,MEN1,1
ZMPSTE24,CASP5,1
CHRM1,MNAT1,1
IL9,TIMM44,0
MRPL23,RPS19,1
OSBP,DBI,0
MYO6,SNX2,1
SPTB,KLHDC3,0
GJB5,SLC39A1,0
MLKL,STS,0
UBE2D2,UFD1L,1
HLA-DQB1,MIR100,0
SLC17A3,PPA1,1
MOV10,OR8G5,0
ARHGDIA,CAPZA1,1
F2R,PTK2B,1
LOC344967,GPC1,0
GML,PRKG2,1
METTL1,ENO1,0
MYOZ1,S1PR3,0
GATA3,CBFB,1
PRELID1,LENEP,1
ENPP4,GINS3,0
PCDHA8,SLIT2,1
CHRM5,LGI1,1
LILRA1,CHST4,0
WHSC1L1,ABCF1,0
ID4,PIAS4,1
CEBPA,DEGS1,0
RBP3,SREBF2,1
TRAIP,POLA1,1
C9orf72,NPC1,0
EPX,OLFM1,0
WEE1,EID2B,0
FGF11,CCL20,1
FBXL3,LRP12,0
DDX4,CLASP1,0
PIM1,TNFRSF17,1
NFE2L1,CD40,1
NDUFB6,SIPA1L3,0
HNF1A,FDX1,0
GRIK1,CPT1B,0
DNM1L,TSPAN14,0
CXCR2,TIMP1,1
CNBP,LIMD1,1
IL36G,PTHLH,1
ISG20,SIPA1,1
TMED1,EDN3,1
HRASLS2,WDR91,0
RHAG,REEP3,0
SSBP1,SAMD4A,0
KHDRBS3,TSGA10,1
FPR2,TAAR8,1
SMARCB1,RUVBL1,1
KRTAP11-1,FANCF,0
KCNJ1,OR2T34,0
PLP1,HTR3B,1
CNTNAP1,FMNL2,0
CHST4,AMFR,1
NACA,RPL3L,1
CCL4,SELP,1
NPY,ZPR1,1
IGHM,DDX5,0
ANKRD28,PTH1R,0
SMARCB1,MED26,1
BMPR1A,KLF10,1
CRB1,CCL22,1
BNIPL,DDX41,1
CIAO1,MED7,1
CCL17,ZYX,1
UNC5D,KCNF1,0
VWA9,STUB1,0
PROP1,S100B,1
CXCR6,GPR52,1
CCR8,PTAFR,1
CASP1,NAPSA,1
CCT8L2,ABCB11,1
POLR2G,ASH1L,1
HTR1D,PTH1R,1
TCERG1,TRPS1,1
SPON2,CNTN4,1
MICU1,ACSBG2,0
RAD23A,DEFB104A,0
YAF2,PIAS4,1
KRTAP12-1,PRSS21,0
RIPK3,CFLAR,1
STARD3,KCNJ10,0
GNA13,TAF13,0
FMNL2,CLEC4A,0
CLN8,UCHL1,0
KLLN,PTGIS,0
OR5AU1,EVI2B,0
DUSP22,TNFSF8,1
ITGB3BP,CD9,1
NME7,PLCB1,0
HSPB1,VCL,1
PAEP,ENC1,1
CLTB,WNT8A,0
GABARAPL2,ATP6V1H,0
FGF8,KLLN,0
TRIM13,SOX13,1
VCX3A,GPX3,0
DNAJA2,CNOT1,0
SPACA4,CCDC88C,0
FMO1,REP15,0
RAPGEF3,TAL1,1
GRAP,TNFRSF11A,1
GSTP1,UGT8,1
APEX1,HAND1,1
CDK3,PPP2R1A,1
DPH2,DOLPP1,0
AHR,MAFA,1
ASH1L,TNFAIP6,1
DNAH5,SKI,0
TEK,VIPR2,1
MATK,ASNS,0
NR5A1,ASH1L,1
LSP1,CAPZB,1
PGAM5,ANKRD50,0
AKR1A1,PAICS,0
UVSSA,ENDOG,0
STAT1,CCNK,1
ECI2,STX1A,0
KCNN3,POU4F2,1
MRPS35,DRD1,0
NKX2-6,RRP1B,0
PTRF,NFASC,0
TMEM219,CECR1,0
CRYZ,GDF5,0
PDS5B,IGFBP6,1
TRAK1,TOM1,0
UGT2B11,VPS33A,0
BTC,VIPR1,1
TARDBP,POLR2G,1
SLC47A1,GSK3B,0
PRELID1,OPRK1,1
NLGN3,SLURP1,1
MAGEA5,ENDOG,0
TMED4,ACER3,0
PCSK2,ACOT8,0
FOLR1,MRPL27,0
TRPS1,RUNX3,1
MIR96,GRIN1,0
P2RY4,IGHV2-70,0
KITLG,SKP2,1
CORIN,RBP3,1
PDS5B,GML,1
KCND2,CSTF3,0
DNAJC9,DSG2,0
MMP7,OLR1,1
GOLGB1,GC,0
CHCHD1,PLD6,0
CSF3R,CTDSP2,0
NDUFAF7,MDGA1,0
KRT72,GYS1,0
ESCO1,RPL21,0
ZP1,MICAL1,0
GCNT2,XYLT1,1
ATP5G3,PCDH11X,0
VPS53,IGKV1-5,0
DCTN2,BCHE,0
ATF4,BMP6,1
SGCA,SLMAP,1
CGA,EFNA3,1
TAAR9,PTGER2,1
FPR2,GPR50,1
MERTK,CD59,1
BUB1B,KLF10,1
ANKRD28,KRTAP5-11,0
KRT16,TAL1,1
NUDT11,REEP3,0
PMEL,DUSP15,0
NECTIN4,SEC23IP,0
CLPTM1,INSL4,1
BAMBI,MIR199A2,0
CTNNA1,IGFALS,0
PRKACB,SCARA5,0
RPL5,RPS5,1
SLC27A2,ASCC1,0
CHRM3,HES1,1
LILRB2,TCF7,1
DIAPH2,SEPT4,1
IFNL3,EIF3E,0
TRIM29,IGKV1D-33,0
SUSD4,ASB17,0
PGP,ASPA,0
GRAMD4,KCNJ12,0
OR2V1,OTX2,0
DTX4,FANCF,0
APOBEC1,MTRF1L,0
SUPT16H,POU1F1,1
FLOT2,LAMP2,0
PIM2,SIPA1,1
SESN1,IL6,1
ASPM,EIF2AK2,0
ATRAID,CELF1,0
ZNF443,NUPR2,0
BRINP1,TACR3,0
SLC7A3,LPCAT3,0
GRM4,SYN1,1
CLIC4,CAND1,1
CTBP1,BAP1,1
FCGR2B,IRF8,1
ALOX12B,ATP2A2,1
NQO1,RNF123,0
LIN28A,TRIM3,0
HTATIP2,KDM5A,0
NUPL2,STRADA,1
PITPNB,HOXB2,0
HLA-C,PFDN2,0
KCNN1,TAAR5,1
OR4D11,FAM195B,0
OR8J1,ARMS2,0
CHRM3,RXFP3,1
COL4A3,ERBB4,1
HECTD4,TOM1L1,0
FPR2,HAS1,1
AOAH,LDLR,1
OR1S2,HMGCL,0
XIRP1,GDI2,0
GATA4,PCOLCE,1
CCL18,SSTR1,1
RPL18,RPS6KB2,1
LUZP4,CCT8,0
DLL3,MIR210,0
ADORA1,ADRA1D,1
NEDD9,WEE1,1
BASP1,CITED1,0
NDUFS2,NDUFS8,1
MMAB,BRI3,0
SNX2,OR51E1,0
CLK1,PCNA,1
JAK2,BTK,1
SCN2A,SCN9A,1
EGFR,CBFA2T3,1
VPS16,USP33,0
TNIP1,TIAL1,1
STARD10,COPS4,0
CGN,DLG1,0
EVI5,BUB3,1
EEF1B2,GPR35,0
OR2G6,PIGU,0
CHRNA4,FGF17,1
MYCN,MYOD1,1
DDR2,SRRM1,0
RGS14,PRKCH,0
HPS6,COL9A2,0
DRAP1,E2F1,1
NPAS1,KRT81,0
FTH1,DHRS2,0
HOXB2,DLK1,1
AES,MEOX2,1
GRIK4,CACNA1A,1
GUCY1B3,APOA1,1
ALB,ADARB1,0
POLR2E,KLF11,1
ADM,GAP43,1
POLA1,CCL22,1
WNT8A,TRAF3IP2,0
CKLF,PRKD1,1
ASPH,UTRN,1
RGS14,RPS19,0
SLC25A29,HIST2H2BE,0
PQBP1,MZF1,1
GJB1,APLP1,1
TENM1,CCL22,1
RUSC1,SESN1,0
GFRA2,RAPGEF1,1
ABCF1,AIMP1,1
GRIK1,HTR1B,1
BBS4,CLCN2,0
HPCAL4,ELF2,0
CHUK,VIPR1,1
UGT1A10,IPO8,0
SLC35D1,NUP43,0
LDHC,IGF2,0
SLC17A5,SLC4A2,1
ARHGDIA,ARHGAP29,1
ADORA3,FPR2,1
SMARCE1,TFCP2,1
SHB,TBC1D30,0
GLI2,GNPAT,1
ZIC2,WDR3,0
CEBPB,IRF8,1
HDAC5,PPP2R1A,1
NFIL3,TAF9,1
AFF4,PTTG1,1
SLAMF6,OR6P1,0
COL11A1,FBN1,0
GDE1,PLTP,1
AHCYL1,KCNIP3,0
COL6A2,ACSL3,0
ALKBH5,OS9,0
EIF2AK2,HGS,1
AEBP1,ADAMTS4,1
GPR1,EVL,0
LILRA2,HAS2,0
LAX1,CCL18,1
MCPH1,UROC1,0
KCND2,SLC1A3,1
CDK17,PIK3CB,1
RPS7,CDK8,0
KCNK10,COG4,0
CD200,OR52K1,0
G3BP1,FANCL,0
ELF5,KCNA3,0
ASB17,TRPM4,0
TRAIP,MAP3K11,1
PRMT6,CYSLTR1,0
USH2A,PHF13,0
VNN3,GPX2,0
EP300,SMOX,0
IL15RA,CDC16,1
FIS1,PPARD,1
PLD2,DIRAS3,1
TSTD1,AKR7L,0
HLA-E,BEX3,0
L1CAM,MSI1,1
SDHAF1,CDC42EP3,0
LILRB2,IL1R2,1
PLCH1,OAZ2,0
LIN7A,RPH3AL,1
MYL2,SRI,1
GEM,LAX1,1
IL5RA,SIPA1,1
MRPL3,ADAT2,0
CXCL8,SSTR1,1
SCN3B,MAPRE1,0
SLC6A14,CST1,0
GRIN1,MRPS18B,0
TIMM10B,HLCS,0
TCERG1,NKX3-2,1
LOXL2,PCDHA11,1
CRYGC,SLC45A1,0
MLF2,CDH12,0
IL7R,SAG,1
LYPD3,ELF3,0
ABCD2,SLC25A14,1
PCDHA8,VTN,1
SUMF2,PDK1,0
GREM1,DRG1,1
SLC25A29,KRTAP13-3,0
DLST,APOM,1
CHRM2,PPT1,1
ADAM17,STC2,1
GATA3,POLR2E,1
KRTAP9-2,KDELR1,0
DLST,ATPIF1,1
MARS,SLU7,0
HTR7,FMO1,0
STOM,RAD51,1
TBX1,CRH,0
IFNAR2,NUDT4,0
ACVRL1,GDF15,1
FTH1,VTN,1
MTNR1B,PMP22,1
KDELR1,EIF2D,1
HOXD13,APEX1,1
DOK1,SIN3B,0
PEPD,ADAMTS9,1
MED25,SWSAP1,0
TCIRG1,ATP6AP1,1
ANXA4,RELA,1
IFITM5,LEO1,0
G3BP1,COPS8,0
CRYBB1,CNGB3,1
SDHB,DEDD2,0
MSI1,DPYSL5,1
OR10A2,RNASEH2A,0
NME1,SSTR5,1
MERTK,CCL27,1
COL4A3,TFIP11,0
NDUFS2,CALHM1,0
THADA,DNASE1L1,0
KLF10,ECE2,1
ADIPOR1,DNPEP,0
HESX1,STAMBP,0
ARHGAP36,MIR526A1,0
MTHFD1,TMC6,0
FABP2,PHLDA1,0
NINJ2,OR5AP2,0
HPGD,PZP,1
CHRM4,VTI1A,0
OSCP1,IDO2,0
FBXW11,SLC4A2,0
HOXC10,IGF1,1
EGFR,TRAF3IP2,0
CSH2,FLT1,1
JAKMIP1,WIZ,0
SIRPB1,IFITM1,1
OR4L1,ORC4,0
NMB,GDPGP1,0
HOXD13,YAF2,0
SLC9A6,CALM2,0
RNASEH2A,MCM7,1
CEPT1,NR2F2,1
DVL3,LHX1,1
ZDHHC23,RHOA,0
TREML2,SLCO1B1,0
KCNK10,MBOAT1,0
GEM,BIRC3,1
TSPAN1,STAT1,0
VWF,EGR4,0
ATP7B,NCKAP1L,0
AKT1,RAPGEFL1,1
MEN1,NFATC2,1
MPST,ARF6,0
HMSD,MTIF3,0
NFIC,ASH1L,1
PYURF,CAMKK2,0
BBS5,TMEM70,0
PYGB,PAICS,0
CDK7,REG1B,1
UTS2B,ORM2,0
PRSS3P2,PHKA2,0
PDZD8,GRM4,0
GNLY,MNDA,1
HDAC5,RPS4X,1
SEMA3C,ACKR4,1
TPPP,SIX3,0
GNA12,PTPN6,1
DLG4,LLGL1,1
OR1L6,SWI5,0
PTEN,UMOD,1
IL1A,NFRKB,1
MCM7,NAE1,1
MTHFD2,SMPD1,0
OLFM4,PIGM,0
OR5A2,PYGL,0
OR2W5,STS,0
PTGDR2,S1PR3,1
MIR150,TFIP11,0
KPNA3,SKAP2,1
MNDA,PDCD7,0
ADRA1D,SUFU,1
LOX,OR10Q1,0
FGF12,GJB2,1
CFD,FBXO6,1
GML,UBE2V2,1
CXCL8,VNN1,1
DYSF,OR51L1,0
MSL3,CTNNBIP1,1
SPRR3,COL6A3,0
KRTAP21-3,SIX2,0
ABCA2,APOF,1
OR4L1,ASCC3,0
LPAR3,OPRK1,1
DBF4,MTOR,1
GRIA1,GRM5,1
KRTAP20-1,DCBLD2,0
NPY1R,ADRM1,0
HTR3C,SMARCB1,0
APPBP2,MAPKAPK2,0
GPR179,CSF2RA,0
GABRA3,BLNK,0
NFE2L2,PAX1,1
THAP12,MAP4K2,1
F2,BEX3,1
DPP3,IL13,0
GPR32,MIR30C1,0
ING2,LIMD1,1
PPIP5K2,CLPS,0
GRK5,KCNMA1,0
FGD1,MID1IP1,0
S1PR3,FPR2,1
LDHA,HOXA10,0
NR5A1,CCL13,1
PKD1,SASS6,0
S100A8,CD40,1
PPARD,ZEB1,1
JAK3,ZHX2,0
GLRA1,KCNQ3,1
ITGAX,COL18A1,1
MTBP,GJA1,0
RPS3A,EI24,1
LSM11,MIR199A1,0
CNNM4,TMEM216,0
FLRT3,MPZ,0
ABCD1,GBX2,0
SLC6A2,SLC18A2,1
RPSA,PHLDB1,0
KCNE5,TNNT2,1
TBX2,CAPNS1,1
PPRC1,CDX4,0
DEFB118,ITPR2,0
ACE,FBXL6,1
APBA2,SMPD1,1
LCE1D,SMAD1,0
CDK7,EPS15,1
BUB1B,TNFSF8,1
KAT2A,CITED1,1
FCGR1A,DEFA6,0
IL15,TNFRSF14,1
ATXN7,UNC119,1
HDAC5,DCBLD2,0
ANKRD9,VTI1A,0
CYP26C1,MID2,0
SIGLEC14,EFNB2,0
IGF1,ACHE,1
KRT77,IGF2R,0
PPP4C,DPYSL4,0
TARDBP,TRIM29,1
ELF3,C18orf42,0
TSTD1,FSCN2,0
ABT1,IRF3,1
CHRNB3,GALNS,0
NFKB2,FCHO2,0
GPR176,CCR8,1
FEN1,CRTC3,0
KRTAP10-1,CORO1A,0
CHRM2,DOC2A,1
RAD21,VCP,1
FAAH2,KCNJ14,0
MTX2,RANGAP1,0
PKDREJ,CLNK,0
DLG4,SYK,1
GJA1,CCL3,1
SLC7A11,ORM2,0
PDE6B,IP6K3,0
UGT2B11,OPTN,0
PRDM4,CHRM1,1
KRT78,KARS,0
FAAH,SF3A1,0
KIAA1324,NEK7,0
COTL1,TBC1D7-LOC100130357,0
FBXL3,PRIM1,0
VIPR1,CIAO1,1
IL12RB2,CDC123,1
CHRNA4,SLC7A4,0
OR10R2,EP300,0
CLCN5,CSNK1E,0
VLDLR,WFS1,1
IGF1R,TNFSF15,1
E2F5,METTL16,0
GPR45,LHX1,1
B4GALNT2,UBE2F,0
CCL23,TACR1,1
TAS2R10,COX7B,0
OR52W1,GABRQ,0
SGF29,PDE9A,0
IL13,CYP4F11,1
RERG,PRKRA,1
SUCLG1,GNE,0
ITGA1,KCNIP3,0
FAAH2,USP21,0
NEBL,ADCYAP1,0
INHA,HRK,1
BOLL,SLC2A12,0
SPANXA1,IRAK3,0
FFAR3,PTAFR,1
CNBP,HMGA2,1
RPS6KB2,CTNND2,0
FTH1,RBBP4,1
MOSPD2,MLYCD,0
OR4A5,CLTC,0
TCF7,KRTAP9-6,0
CLSPN,FAF1,0
CENPI,AMH,1
SIAE,APPBP2,0
HTR1D,KRTAP9-6,0
TENM1,UTP11,1
SERPINF1,PLXNA3,1
INO80C,STK11,0
BCKDHA,TFG,0
SLCO1A2,SLC22A6,1
POLR3D,TBC1D20,0
CDCA5,GSPT1,1
HSPA5,YWHAZ,1
MYOD1,CIAO1,1
CTNNBL1,GOLGB1,0
OR2AP1,LYPD2,0
OR51F2,ORC2,0
KPNA1,PLN,0
SNX3,CHST14,0
PTPRU,CTNND2,1
USP51,C18orf32,0
MTTP,TTPA,1
PYY,CCL20,1
BRD8,SMARCA5,1
PPP2R1A,SLFN14,0
PAX2,POLR2C,1
HAUS4,C9orf72,0
SLC13A4,EIF3L,0
NDUFB9,HOXA9,0
ICMT,PDHA2,0
GPR27,PHEX,0
TLR2,DIAPH2,0
NAIP,PRDX2,1
FBXO6,CASP5,1
PMS2,SLC9A6,0
ARL6,TLR6,0
KIF18B,NTSR1,0
STS,NDUFB9,0
SP4,TCF4,1
COL5A3,PAX3,1
DKKL1,POU5F1,1
CXCR4,CHST2,1
GGCX,NODAL,0
GTF2F2,MED23,1
IL5,CCL23,1
EHF,ZPR1,1
MASP2,IFIT5,0
FAT1,DDR2,1
NT5C3B,ANKZF1,0
MCL1,ZMYM6,1
CARNS1,OR6C3,0
SCUBE3,CLEC4E,0
CITED1,SOX12,1
REG1A,TPRA1,0
PRDM4,ABT1,1
ZNF256,ADRA1D,1
FTH1,ARHGDIB,1
SULT1A1,SAMD4A,0
TRHDE,GPR50,1
GABARAP,HTR2A,1
TNFRSF17,LIMD1,1
GABARAPL2,HSPA6,0
CHKB,GGA3,0
PAQR3,KPNA2,0
SLC25A4,LOXL2,0
TRHDE,TNFSF18,1
DLG1,LLGL1,1
CXCL10,DEFA5,0
ARHGDIB,NCF4,1
NEUROG1,ST8SIA4,1
LHX1,SHOX2,1
G6PD,DPY19L2,0
DSC2,ITGA9,1
ASB12,ATP5B,0
FAT1,GDF15,1
STAG1,PNOC,0
CPSF6,UNC5B,0
APPL1,OR52E6,0
COL6A3,SGCA,1
AFF4,ERMN,0
PCGF6,RUNX2,1
SPON2,FEZ1,1
SLC6A14,OR5H14,0
MGLL,CCR7,1
ADAT3,ACTR1A,0
TMEM198,GML,0
CDKN1A,MNT,1
KLF4,CD33,1
ASIC5,ICAM2,0
ZNRD1,GP6,0
TINAG,CD36,1
CREG1,MED23,1
ITGA5,KIAA0368,0
PDIA5,AKR1D1,1
VTI1A,OR4L1,0
CELF4,GGCX,0
UBD,CSF2RA,0
POLR2K,USF1,1
FGF4,SPDYA,1
WFS1,FEZ1,1
GABRA3,KANK1,0
IL15,SLAMF1,1
COPS5,RRBP1,1
ELOVL2,PM20D2,0
BRD7,SMARCB1,1
RHOXF1,ELK3,0
ASH1L,TEK,1
BSCL2,TAB1,0
ATOH1,POLR2D,1
BMX,FCER2,0
GABARAP,MYH14,0
CERS4,OR6B1,0
AGER,CHST2,1
NOB1,GPR34,0
MRPL3,RPL38,1
OR52R1,ARRDC3,0
AIF1,SSTR1,1
HLX,ZMYM4,1
NACC2,ANPEP,0
KCNH2,SSPN,1
PTGER1,CALM3,1
EPHB1,CACNA1A,1
CHMP3,COL4A6,0
ADORA1,NMI,1
LMO1,RPS4X,1
UGT2B11,UGT1A6,1
KIF18B,GALNT14,0
FGF2,SOD1,1
NPHS2,PHF13,0
BPNT1,ST8SIA2,1
CCL5,ZNF148,1
SLC9B2,KCNK10,0
FBN1,GDF10,1
IL9,C3AR1,1
MSH3,OGG1,1
HPGD,INSL4,1
GABARAP,NPY,1
DTX1,TMF1,1
SSTR2,SSTR3,1
IFNGR2,LY6E,1
SPDEF,ADAMTS9,1
MFAP2,TUBB8,0
EPHX3,RFFL,0
PPA2,CIDEB,0
HMGB1,RUVBL1,1
C22orf29,POM121C,0
TMEM123,MOSPD2,0
CDK2,ST8SIA4,0
OR2A25,APOC3,0
AQP7,OGDH,1
IL1RAP,CCL18,1
FLOT1,CLIC3,0
CFP,EXOSC8,0
UMPS,EIF4G1,0
CLCN5,AQP6,1
GSG2,STK17A,1
ACSL1,UBA1,0
AFF3,HMGA2,1
SCRG1,SULF1,0
SAMD9,AMHR2,0
HSPB1,EIF2B2,1
MATK,CDC25B,1
TERF1,ERBB3,0
KCNC4,BSN,1
BRD8,GABPB1,1
AGL,PDE8A,0
TRIM29,TMF1,1
CNTN6,PNN,1
SLC31A2,GZF1,0
EFNB1,FGF4,1
OR10J1,PTAFR,1
SLC16A5,SLC16A4,1
KCNF1,ALDH1B1,0
HOXC6,ZNF76,1
FLT1,BTC,1
CD207,LAMA4,0
LOXL2,ZYX,1
B4GALT3,PAIP1,0
PIN4,DNAJA3,1
UGT1A10,TNS2,0
ADRA2A,SLC13A4,0
NPBWR2,HOMER1,1
LECT2,TBX3,1
CGREF1,QSOX1,1
S1PR3,CCL18,0
ATG4A,PLA2G2D,0
SSTR5,BTG1,1
KCNG1,HADH,0
TIMM44,ERN1,0
AREG,SKP2,1
ATP10A,RNASEH2A,0
FOXO1,SUPT4H1,1
HMHB1,STAG3,0
ABCB9,HIST1H1T,1
FTCD,CNTN4,0
ADM,CCL20,1
SLC6A19,WBP4,0
AFF3,OR2A12,0
MME,KANSL1,0
CXCL2,ACKR4,1
MIR1290,BUB1,0
RANBP9,COPA,0
MIR219A1,HAS1,0
PADI3,OR2T3,0
SSTR2,NCK2,1
SUGP1,NDC80,0
CENPC,ADCK4,0
PIGW,NEUROG3,0
CCDC50,GALNT1,0
MAPK11,STK17B,1
HABP2,VCL,1
ABCB9,THEG,1
MTNR1B,CUX2,0
KDM4C,NDUFV1,0
F2R,GZMB,1
LILRA2,OR2H2,1
KRT83,GAK,0
MAP3K2,CENPU,0
